attack,cod,defense,form,hp,img,name,spatk,spdef,speed,total,type1,type2
55,374,80,,40,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png,Beldum,35,60,30,300,Steel,Psychic
75,375,100,,60,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png,Metang,55,80,50,420,Steel,Psychic
135,376,130,,80,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png,Metagross,95,90,70,600,Steel,Psychic
145,376,150,Mega Metagross,80,https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png,Metagross,105,110,110,700,Steel,Psychic
100,377,200,,80,https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png,Regirock,50,100,50,580,Rock,
50,378,100,,80,https://img.pokemondb.net/sprites/sword-shield/icon/regice.png,Regice,100,200,50,580,Ice,
75,379,150,,80,https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png,Registeel,75,150,50,580,Steel,
80,380,90,,80,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png,Latias,110,130,110,600,Dragon,Psychic
100,380,120,Mega Latias,80,https://img.pokemondb.net/sprites/sword-shield/icon/latias-mega.png,Latias,140,150,110,700,Dragon,Psychic
90,381,80,,80,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png,Latios,130,110,110,600,Dragon,Psychic
130,381,100,Mega Latios,80,https://img.pokemondb.net/sprites/sword-shield/icon/latios-mega.png,Latios,160,120,110,700,Dragon,Psychic
100,382,90,,100,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png,Kyogre,150,140,90,670,Water,
150,382,90,Primal Kyogre,100,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre-primal.png,Kyogre,180,160,90,770,Water,
150,383,140,,100,https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png,Groudon,100,90,90,670,Ground,
180,383,160,Primal Groudon,100,https://img.pokemondb.net/sprites/sword-shield/icon/groudon-primal.png,Groudon,150,90,90,770,Ground,Fire
150,384,90,,105,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png,Rayquaza,150,90,95,680,Dragon,Flying
180,384,100,Mega Rayquaza,105,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza-mega.png,Rayquaza,180,100,115,780,Dragon,Flying
100,385,100,,100,https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png,Jirachi,100,100,100,600,Steel,Psychic
150,386,50,Normal Forme,50,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-normal.png,Deoxys,150,50,150,600,Psychic,
180,386,20,Attack Forme,50,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-attack.png,Deoxys,180,20,150,600,Psychic,
70,386,160,Defense Forme,50,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-defense.png,Deoxys,70,160,90,600,Psychic,
95,386,90,Speed Forme,50,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-speed.png,Deoxys,95,90,180,600,Psychic,
68,387,64,,55,https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png,Turtwig,45,55,31,318,Grass,
89,388,85,,75,https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png,Grotle,55,65,36,405,Grass,
109,389,105,,95,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png,Torterra,75,85,56,525,Grass,Ground
58,390,44,,44,https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png,Chimchar,58,44,61,309,Fire,
78,391,52,,64,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png,Monferno,78,52,81,405,Fire,Fighting
104,392,71,,76,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png,Infernape,104,71,108,534,Fire,Fighting
51,393,53,,53,https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png,Piplup,61,56,40,314,Water,
66,394,68,,64,https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png,Prinplup,81,76,50,405,Water,
86,395,88,,84,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png,Empoleon,111,101,60,530,Water,Steel
55,396,30,,40,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png,Starly,30,30,60,245,Normal,Flying
75,397,50,,55,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png,Staravia,40,40,80,340,Normal,Flying
120,398,70,,85,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png,Staraptor,50,60,100,485,Normal,Flying
45,399,40,,59,https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png,Bidoof,35,40,31,250,Normal,
85,400,60,,79,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png,Bibarel,55,60,71,410,Normal,Water
25,401,41,,37,https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png,Kricketot,25,41,25,194,Bug,
85,402,51,,77,https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png,Kricketune,55,51,65,384,Bug,
65,403,34,,45,https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png,Shinx,40,34,45,263,Electric,
85,404,49,,60,https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png,Luxio,60,49,60,363,Electric,
120,405,79,,80,https://img.pokemondb.net/sprites/sword-shield/icon/luxray.png,Luxray,95,79,70,523,Electric,
30,406,35,,40,https://img.pokemondb.net/sprites/sword-shield/icon/budew.png,Budew,50,70,55,280,Grass,Poison
70,407,65,,60,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png,Roserade,125,105,90,515,Grass,Poison
125,408,40,,67,https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png,Cranidos,30,30,58,350,Rock,
165,409,60,,97,https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png,Rampardos,65,50,58,495,Rock,
42,410,118,,30,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png,Shieldon,42,88,30,350,Rock,Steel
52,411,168,,60,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png,Bastiodon,47,138,30,495,Rock,Steel
29,412,45,,40,https://img.pokemondb.net/sprites/sword-shield/icon/burmy.png,Burmy,29,45,36,224,Bug,
59,413,85,Plant Cloak,60,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-plant.png,Wormadam,79,105,36,424,Bug,Grass
79,413,105,Sandy Cloak,60,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-sandy.png,Wormadam,59,85,36,424,Bug,Ground
69,413,95,Trash Cloak,60,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-trash.png,Wormadam,69,95,36,424,Bug,Steel
94,414,50,,70,https://img.pokemondb.net/sprites/sword-shield/icon/mothim.png,Mothim,94,50,66,424,Bug,Flying
30,415,42,,30,https://img.pokemondb.net/sprites/sword-shield/icon/combee.png,Combee,30,42,70,244,Bug,Flying
80,416,102,,70,https://img.pokemondb.net/sprites/sword-shield/icon/vespiquen.png,Vespiquen,80,102,40,474,Bug,Flying
45,417,70,,60,https://img.pokemondb.net/sprites/sword-shield/icon/pachirisu.png,Pachirisu,45,90,95,405,Electric,
65,418,35,,55,https://img.pokemondb.net/sprites/sword-shield/icon/buizel.png,Buizel,60,30,85,330,Water,
105,419,55,,85,https://img.pokemondb.net/sprites/sword-shield/icon/floatzel.png,Floatzel,85,50,115,495,Water,
35,420,45,,45,https://img.pokemondb.net/sprites/sword-shield/icon/cherubi.png,Cherubi,62,53,35,275,Grass,
60,421,70,,70,https://img.pokemondb.net/sprites/sword-shield/icon/cherrim.png,Cherrim,87,78,85,450,Grass,
48,422,48,,76,https://img.pokemondb.net/sprites/sword-shield/icon/shellos.png,Shellos,57,62,34,325,Water,
83,423,68,,111,https://img.pokemondb.net/sprites/sword-shield/icon/gastrodon.png,Gastrodon,92,82,39,475,Water,Ground
100,424,66,,75,https://img.pokemondb.net/sprites/sword-shield/icon/ambipom.png,Ambipom,60,66,115,482,Normal,
50,425,34,,90,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png,Drifloon,60,44,70,348,Ghost,Flying
80,426,44,,150,https://img.pokemondb.net/sprites/sword-shield/icon/drifblim.png,Drifblim,90,54,80,498,Ghost,Flying
66,427,44,,55,https://img.pokemondb.net/sprites/sword-shield/icon/buneary.png,Buneary,44,56,85,350,Normal,
76,428,84,,65,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny.png,Lopunny,54,96,105,480,Normal,
136,428,94,Mega Lopunny,65,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny-mega.png,Lopunny,54,96,135,580,Normal,Fighting
60,429,60,,60,https://img.pokemondb.net/sprites/sword-shield/icon/mismagius.png,Mismagius,105,105,105,495,Ghost,
125,430,52,,100,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png,Honchkrow,105,52,71,505,Dark,Flying
55,431,42,,49,https://img.pokemondb.net/sprites/sword-shield/icon/glameow.png,Glameow,42,37,85,310,Normal,
82,432,64,,71,https://img.pokemondb.net/sprites/sword-shield/icon/purugly.png,Purugly,64,59,112,452,Normal,
30,433,50,,45,https://img.pokemondb.net/sprites/sword-shield/icon/chingling.png,Chingling,65,50,45,285,Psychic,
63,434,47,,63,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png,Stunky,41,41,74,329,Poison,Dark
93,435,67,,103,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png,Skuntank,71,61,84,479,Poison,Dark
24,436,86,,57,https://img.pokemondb.net/sprites/sword-shield/icon/bronzor.png,Bronzor,24,86,23,300,Steel,Psychic
89,437,116,,67,https://img.pokemondb.net/sprites/sword-shield/icon/bronzong.png,Bronzong,79,116,33,500,Steel,Psychic
80,438,95,,50,https://img.pokemondb.net/sprites/sword-shield/icon/bonsly.png,Bonsly,10,45,10,290,Rock,
25,439,45,,20,https://img.pokemondb.net/sprites/sword-shield/icon/mime-jr.png,Mime Jr.,70,90,60,310,Psychic,Fairy
5,440,5,,100,https://img.pokemondb.net/sprites/sword-shield/icon/happiny.png,Happiny,15,65,30,220,Normal,
65,441,45,,76,https://img.pokemondb.net/sprites/sword-shield/icon/chatot.png,Chatot,92,42,91,411,Normal,Flying
92,442,108,,50,https://img.pokemondb.net/sprites/sword-shield/icon/spiritomb.png,Spiritomb,92,108,35,485,Ghost,Dark
70,443,45,,58,https://img.pokemondb.net/sprites/sword-shield/icon/gible.png,Gible,40,45,42,300,Dragon,Ground
90,444,65,,68,https://img.pokemondb.net/sprites/sword-shield/icon/gabite.png,Gabite,50,55,82,410,Dragon,Ground
130,445,95,,108,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp.png,Garchomp,80,85,102,600,Dragon,Ground
170,445,115,Mega Garchomp,108,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp-mega.png,Garchomp,120,95,92,700,Dragon,Ground
85,446,40,,135,https://img.pokemondb.net/sprites/sword-shield/icon/munchlax.png,Munchlax,40,85,5,390,Normal,
70,447,40,,40,https://img.pokemondb.net/sprites/sword-shield/icon/riolu.png,Riolu,35,40,60,285,Fighting,
110,448,70,,70,https://img.pokemondb.net/sprites/sword-shield/icon/lucario.png,Lucario,115,70,90,525,Fighting,Steel
145,448,88,Mega Lucario,70,https://img.pokemondb.net/sprites/sword-shield/icon/lucario-mega.png,Lucario,140,70,112,625,Fighting,Steel
72,449,78,,68,https://img.pokemondb.net/sprites/sword-shield/icon/hippopotas.png,Hippopotas,38,42,32,330,Ground,
112,450,118,,108,https://img.pokemondb.net/sprites/sword-shield/icon/hippowdon.png,Hippowdon,68,72,47,525,Ground,
50,451,90,,40,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png,Skorupi,30,55,65,330,Poison,Bug
90,452,110,,70,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png,Drapion,60,75,95,500,Poison,Dark
61,453,40,,48,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png,Croagunk,61,40,50,300,Poison,Fighting
106,454,65,,83,https://img.pokemondb.net/sprites/sword-shield/icon/toxicroak.png,Toxicroak,86,65,85,490,Poison,Fighting
100,455,72,,74,https://img.pokemondb.net/sprites/sword-shield/icon/carnivine.png,Carnivine,90,72,46,454,Grass,
49,456,56,,49,https://img.pokemondb.net/sprites/sword-shield/icon/finneon.png,Finneon,49,61,66,330,Water,
69,457,76,,69,https://img.pokemondb.net/sprites/sword-shield/icon/lumineon.png,Lumineon,69,86,91,460,Water,
20,458,50,,45,https://img.pokemondb.net/sprites/sword-shield/icon/mantyke.png,Mantyke,60,120,50,345,Water,Flying
62,459,50,,60,https://img.pokemondb.net/sprites/sword-shield/icon/snover.png,Snover,62,60,40,334,Grass,Ice
92,460,75,,90,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow.png,Abomasnow,92,85,60,494,Grass,Ice
132,460,105,Mega Abomasnow,90,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow-mega.png,Abomasnow,132,105,30,594,Grass,Ice
120,461,65,,70,https://img.pokemondb.net/sprites/sword-shield/icon/weavile.png,Weavile,45,85,125,510,Dark,Ice
70,462,115,,70,https://img.pokemondb.net/sprites/sword-shield/icon/magnezone.png,Magnezone,130,90,60,535,Electric,Steel
85,463,95,,110,https://img.pokemondb.net/sprites/sword-shield/icon/lickilicky.png,Lickilicky,80,95,50,515,Normal,
140,464,130,,115,https://img.pokemondb.net/sprites/sword-shield/icon/rhyperior.png,Rhyperior,55,55,40,535,Ground,Rock
100,465,125,,100,https://img.pokemondb.net/sprites/sword-shield/icon/tangrowth.png,Tangrowth,110,50,50,535,Grass,
123,466,67,,75,https://img.pokemondb.net/sprites/sword-shield/icon/electivire.png,Electivire,95,85,95,540,Electric,
95,467,67,,75,https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png,Magmortar,125,95,83,540,Fire,
50,468,95,,85,https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png,Togekiss,120,115,80,545,Fairy,Flying
76,469,86,,86,https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png,Yanmega,116,56,95,515,Bug,Flying
110,470,130,,65,https://img.pokemondb.net/sprites/sword-shield/icon/leafeon.png,Leafeon,60,65,95,525,Grass,
60,471,110,,65,https://img.pokemondb.net/sprites/sword-shield/icon/glaceon.png,Glaceon,130,95,65,525,Ice,
95,472,125,,75,https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png,Gliscor,45,75,95,510,Ground,Flying
130,473,80,,110,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png,Mamoswine,70,60,80,530,Ice,Ground
80,474,70,,85,https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png,Porygon-Z,135,75,90,535,Normal,
125,475,65,,68,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png,Gallade,65,115,80,518,Psychic,Fighting
165,475,95,Mega Gallade,68,https://img.pokemondb.net/sprites/sword-shield/icon/gallade-mega.png,Gallade,65,115,110,618,Psychic,Fighting
55,476,145,,60,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png,Probopass,75,150,40,525,Rock,Steel
100,477,135,,45,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png,Dusknoir,65,135,45,525,Ghost,
80,478,70,,70,https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png,Froslass,80,70,110,480,Ice,Ghost
50,479,77,,50,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png,Rotom,95,77,91,440,Electric,Ghost
65,479,107,Heat Rotom,50,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-heat.png,Rotom,105,107,86,520,Electric,Fire
65,479,107,Wash Rotom,50,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-wash.png,Rotom,105,107,86,520,Electric,Water
65,479,107,Frost Rotom,50,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-frost.png,Rotom,105,107,86,520,Electric,Ice
65,479,107,Fan Rotom,50,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,Rotom,105,107,86,520,Electric,Flying
65,479,107,Mow Rotom,50,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png,Rotom,105,107,86,520,Electric,Grass
75,480,130,,75,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png,Uxie,75,130,95,580,Psychic,
105,481,105,,80,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png,Mesprit,105,105,80,580,Psychic,
125,482,70,,75,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png,Azelf,125,70,115,580,Psychic,
120,483,120,,100,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png,Dialga,150,100,90,680,Steel,Dragon
120,484,100,,90,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png,Palkia,150,120,100,680,Water,Dragon
90,485,106,,91,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png,Heatran,130,106,77,600,Fire,Steel
160,486,110,,110,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png,Regigigas,80,110,100,670,Normal,
100,487,120,Altered Forme,150,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png,Giratina,100,120,90,680,Ghost,Dragon
120,487,100,Origin Forme,150,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-origin.png,Giratina,120,100,90,680,Ghost,Dragon
70,488,120,,120,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png,Cresselia,75,130,85,600,Psychic,
80,489,80,,80,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png,Phione,80,80,80,480,Water,
100,490,100,,100,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png,Manaphy,100,100,100,600,Water,
90,491,90,,70,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png,Darkrai,135,90,125,600,Dark,
100,492,100,Land Forme,100,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png,Shaymin,100,100,100,600,Grass,
103,492,75,Sky Forme,100,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-sky.png,Shaymin,120,75,127,600,Grass,Flying
120,493,120,,120,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png,Arceus,120,120,120,720,Normal,
100,494,100,,100,https://img.pokemondb.net/sprites/sword-shield/icon/victini.png,Victini,100,100,100,600,Psychic,Fire
45,495,55,,45,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png,Snivy,45,55,63,308,Grass,
60,496,75,,60,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png,Servine,60,75,83,413,Grass,
75,497,95,,75,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png,Serperior,75,95,113,528,Grass,
63,498,45,,65,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png,Tepig,45,45,45,308,Fire,
93,499,55,,90,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png,Pignite,70,55,55,418,Fire,Fighting
123,500,65,,110,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png,Emboar,100,65,65,528,Fire,Fighting
55,501,45,,55,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png,Oshawott,63,45,45,308,Water,
75,502,60,,75,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png,Dewott,83,60,60,413,Water,
100,503,85,,95,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png,Samurott,108,70,70,528,Water,
55,504,39,,45,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png,Patrat,35,39,42,255,Normal,
85,505,69,,60,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png,Watchog,60,69,77,420,Normal,
60,506,45,,45,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png,Lillipup,25,45,55,275,Normal,
80,507,65,,65,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png,Herdier,35,65,60,370,Normal,
110,508,90,,85,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png,Stoutland,45,90,80,500,Normal,
50,509,37,,41,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png,Purrloin,50,37,66,281,Dark,
88,510,50,,64,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png,Liepard,88,50,106,446,Dark,
53,511,48,,50,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png,Pansage,53,48,64,316,Grass,
98,512,63,,75,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png,Simisage,98,63,101,498,Grass,
53,513,48,,50,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png,Pansear,53,48,64,316,Fire,
98,514,63,,75,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png,Simisear,98,63,101,498,Fire,
53,515,48,,50,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png,Panpour,53,48,64,316,Water,
98,516,63,,75,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png,Simipour,98,63,101,498,Water,
25,517,45,,76,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png,Munna,67,55,24,292,Psychic,
55,518,85,,116,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png,Musharna,107,95,29,487,Psychic,
55,519,50,,50,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png,Pidove,36,30,43,264,Normal,Flying
77,520,62,,62,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png,Tranquill,50,42,65,358,Normal,Flying
115,521,80,,80,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png,Unfezant,65,55,93,488,Normal,Flying
60,522,32,,45,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png,Blitzle,50,32,76,295,Electric,
100,523,63,,75,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png,Zebstrika,80,63,116,497,Electric,
75,524,85,,55,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png,Roggenrola,25,25,15,280,Rock,
105,525,105,,70,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png,Boldore,50,40,20,390,Rock,
135,526,130,,85,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png,Gigalith,60,80,25,515,Rock,
45,527,43,,65,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png,Woobat,55,43,72,323,Psychic,Flying
57,528,55,,67,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png,Swoobat,77,55,114,425,Psychic,Flying
85,529,40,,60,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png,Drilbur,30,45,68,328,Ground,
135,530,60,,110,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png,Excadrill,50,65,88,508,Ground,Steel
60,531,86,,103,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png,Audino,60,86,50,445,Normal,
60,531,126,Mega Audino,103,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png,Audino,80,126,50,545,Normal,Fairy
80,532,55,,75,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png,Timburr,25,35,35,305,Fighting,
105,533,85,,85,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png,Gurdurr,40,50,40,405,Fighting,
140,534,95,,105,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png,Conkeldurr,55,65,45,505,Fighting,
50,535,40,,50,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png,Tympole,50,40,64,294,Water,
65,536,55,,75,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png,Palpitoad,65,55,69,384,Water,Ground
95,537,75,,105,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png,Seismitoad,85,75,74,509,Water,Ground
100,538,85,,120,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png,Throh,30,85,45,465,Fighting,
125,539,75,,75,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png,Sawk,30,75,85,465,Fighting,
53,540,70,,45,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png,Sewaddle,40,60,42,310,Bug,Grass
63,541,90,,55,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png,Swadloon,50,80,42,380,Bug,Grass
103,542,80,,75,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png,Leavanny,70,80,92,500,Bug,Grass
45,543,59,,30,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png,Venipede,30,39,57,260,Bug,Poison
55,544,99,,40,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png,Whirlipede,40,79,47,360,Bug,Poison
100,545,89,,60,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png,Scolipede,55,69,112,485,Bug,Poison
27,546,60,,40,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png,Cottonee,37,50,66,280,Grass,Fairy
67,547,85,,60,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png,Whimsicott,77,75,116,480,Grass,Fairy
35,548,50,,45,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png,Petilil,70,50,30,280,Grass,
60,549,75,,70,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png,Lilligant,110,75,90,480,Grass,
92,550,65,Red-Striped Form,70,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png,Basculin,80,55,98,460,Water,
92,550,65,Blue-Striped Form,70,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png,Basculin,80,55,98,460,Water,
72,551,35,,50,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png,Sandile,35,35,65,292,Ground,Dark
82,552,45,,60,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png,Krokorok,45,45,74,351,Ground,Dark
117,553,80,,95,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png,Krookodile,65,70,92,519,Ground,Dark
90,554,45,,70,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png,Darumaka,15,45,50,315,Fire,
90,554,45,Galarian Darumaka,70,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png,Darumaka,15,45,50,315,Ice,
140,555,55,Standard Mode,105,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png,Darmanitan,30,55,95,480,Fire,
30,555,105,Zen Mode,105,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png,Darmanitan,140,105,55,540,Fire,Psychic
140,555,55,Galarian Standard Mode,105,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png,Darmanitan,30,55,95,480,Ice,
160,555,55,Galarian Zen Mode,105,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png,Darmanitan,30,55,135,540,Ice,Fire
86,556,67,,75,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png,Maractus,106,67,60,461,Grass,
65,557,85,,50,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png,Dwebble,35,35,55,325,Bug,Rock
105,558,125,,70,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png,Crustle,65,75,45,485,Bug,Rock
75,559,70,,50,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png,Scraggy,35,70,48,348,Dark,Fighting
90,560,115,,65,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png,Scrafty,45,115,58,488,Dark,Fighting
58,561,80,,72,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png,Sigilyph,103,80,97,490,Psychic,Flying
30,562,85,,38,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png,Yamask,55,65,30,303,Ghost,
55,562,85,Galarian Yamask,38,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png,Yamask,30,65,30,303,Ground,Ghost
50,563,145,,58,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png,Cofagrigus,95,105,30,483,Ghost,
78,564,103,,54,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png,Tirtouga,53,45,22,355,Water,Rock
108,565,133,,74,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png,Carracosta,83,65,32,495,Water,Rock
