cod,name,generation,status,species,form,type1,type2,height_m,weight_kg,total,hp,attack,defense,spatk,spdef,speed,img
280,Ralts,3,Normal,Feeling Pokémon,,Psychic,Fairy,0.4,6.6,198,28,25,25,45,35,40,https://img.pokemondb.net/sprites/home/normal/ralts.png
281,Kirlia,3,Normal,Emotion Pokémon,,Psychic,Fairy,0.8,20.2,278,38,35,35,65,55,50,https://img.pokemondb.net/sprites/home/normal/kirlia.png
282,Gardevoir,3,Normal,Embrace Pokémon,,Psychic,Fairy,1.6,48.4,518,68,65,65,125,115,80,https://img.pokemondb.net/sprites/home/normal/gardevoir.png
282,Gardevoir,3,Normal,Embrace Pokémon,Mega Gardevoir,Psychic,Fairy,1.6,48.4,618,68,85,65,165,135,100,https://img.pokemondb.net/sprites/home/normal/gardevoir-mega.png
283,Surskit,3,Normal,Pond Skater Pokémon,,Bug,Water,0.5,1.7,269,40,30,32,50,52,65,https://img.pokemondb.net/sprites/home/normal/surskit.png
284,Masquerain,3,Normal,Eyeball Pokémon,,Bug,Flying,0.8,3.6,454,70,60,62,100,82,80,https://img.pokemondb.net/sprites/home/normal/masquerain.png
285,Shroomish,3,Normal,Mushroom Pokémon,,Grass,,0.4,4.5,295,60,40,60,40,60,35,https://img.pokemondb.net/sprites/home/normal/shroomish.png
286,Breloom,3,Normal,Mushroom Pokémon,,Grass,Fighting,1.2,39.2,460,60,130,80,60,60,70,https://img.pokemondb.net/sprites/home/normal/breloom.png
287,Slakoth,3,Normal,Slacker Pokémon,,Normal,,0.8,24.0,280,60,60,60,35,35,30,https://img.pokemondb.net/sprites/home/normal/slakoth.png
288,Vigoroth,3,Normal,Wild Monkey Pokémon,,Normal,,1.4,46.5,440,80,80,80,55,55,90,https://img.pokemondb.net/sprites/home/normal/vigoroth.png
289,Slaking,3,Normal,Lazy Pokémon,,Normal,,2.0,130.5,670,150,160,100,95,65,100,https://img.pokemondb.net/sprites/home/normal/slaking.png
290,Nincada,3,Normal,Trainee Pokémon,,Bug,Ground,0.5,5.5,266,31,45,90,30,30,40,https://img.pokemondb.net/sprites/home/normal/nincada.png
291,Ninjask,3,Normal,Ninja Pokémon,,Bug,Flying,0.8,12.0,456,61,90,45,50,50,160,https://img.pokemondb.net/sprites/home/normal/ninjask.png
292,Shedinja,3,Normal,Shed Pokémon,,Bug,Ghost,0.8,1.2,236,1,90,45,30,30,40,https://img.pokemondb.net/sprites/home/normal/shedinja.png
293,Whismur,3,Normal,Whisper Pokémon,,Normal,,0.6,16.3,240,64,51,23,51,23,28,https://img.pokemondb.net/sprites/home/normal/whismur.png
294,Loudred,3,Normal,Big Voice Pokémon,,Normal,,1.0,40.5,360,84,71,43,71,43,48,https://img.pokemondb.net/sprites/home/normal/loudred.png
295,Exploud,3,Normal,Loud Noise Pokémon,,Normal,,1.5,84.0,490,104,91,63,91,73,68,https://img.pokemondb.net/sprites/home/normal/exploud.png
296,Makuhita,3,Normal,Guts Pokémon,,Fighting,,1.0,86.4,237,72,60,30,20,30,25,https://img.pokemondb.net/sprites/home/normal/makuhita.png
297,Hariyama,3,Normal,Arm Thrust Pokémon,,Fighting,,2.3,253.8,474,144,120,60,40,60,50,https://img.pokemondb.net/sprites/home/normal/hariyama.png
298,Azurill,3,Normal,Polka Dot Pokémon,,Normal,Fairy,0.2,2.0,190,50,20,40,20,40,20,https://img.pokemondb.net/sprites/home/normal/azurill.png
299,Nosepass,3,Normal,Compass Pokémon,,Rock,,1.0,97.0,375,30,45,135,45,90,30,https://img.pokemondb.net/sprites/home/normal/nosepass.png
300,Skitty,3,Normal,Kitten Pokémon,,Normal,,0.6,11.0,260,50,45,45,35,35,50,https://img.pokemondb.net/sprites/home/normal/skitty.png
301,Delcatty,3,Normal,Prim Pokémon,,Normal,,1.1,32.6,400,70,65,65,55,55,90,https://img.pokemondb.net/sprites/home/normal/delcatty.png
302,Sableye,3,Normal,Darkness Pokémon,,Dark,Ghost,0.5,11.0,380,50,75,75,65,65,50,https://img.pokemondb.net/sprites/home/normal/sableye.png
302,Sableye,3,Normal,Darkness Pokémon,Mega Sableye,Dark,Ghost,0.5,161.0,480,50,85,125,85,115,20,https://img.pokemondb.net/sprites/home/normal/sableye-mega.png
303,Mawile,3,Normal,Deceiver Pokémon,,Steel,Fairy,0.6,11.5,380,50,85,85,55,55,50,https://img.pokemondb.net/sprites/home/normal/mawile.png
303,Mawile,3,Normal,Deceiver Pokémon,Mega Mawile,Steel,Fairy,1.0,23.5,480,50,105,125,55,95,50,https://img.pokemondb.net/sprites/home/normal/mawile-mega.png
304,Aron,3,Normal,Iron Armor Pokémon,,Steel,Rock,0.4,60.0,330,50,70,100,40,40,30,https://img.pokemondb.net/sprites/home/normal/aron.png
305,Lairon,3,Normal,Iron Armor Pokémon,,Steel,Rock,0.9,120.0,430,60,90,140,50,50,40,https://img.pokemondb.net/sprites/home/normal/lairon.png
306,Aggron,3,Normal,Iron Armor Pokémon,,Steel,Rock,2.1,360.0,530,70,110,180,60,60,50,https://img.pokemondb.net/sprites/home/normal/aggron.png
306,Aggron,3,Normal,Iron Armor Pokémon,Mega Aggron,Steel,,2.2,395.0,630,70,140,230,60,80,50,https://img.pokemondb.net/sprites/home/normal/aggron-mega.png
307,Meditite,3,Normal,Meditate Pokémon,,Fighting,Psychic,0.6,11.2,280,30,40,55,40,55,60,https://img.pokemondb.net/sprites/home/normal/meditite.png
308,Medicham,3,Normal,Meditate Pokémon,,Fighting,Psychic,1.3,31.5,410,60,60,75,60,75,80,https://img.pokemondb.net/sprites/home/normal/medicham.png
308,Medicham,3,Normal,Meditate Pokémon,Mega Medicham,Fighting,Psychic,1.3,31.5,510,60,100,85,80,85,100,https://img.pokemondb.net/sprites/home/normal/medicham-mega.png
309,Electrike,3,Normal,Lightning Pokémon,,Electric,,0.6,15.2,295,40,45,40,65,40,65,https://img.pokemondb.net/sprites/home/normal/electrike.png
310,Manectric,3,Normal,Discharge Pokémon,,Electric,,1.5,40.2,475,70,75,60,105,60,105,https://img.pokemondb.net/sprites/home/normal/manectric.png
310,Manectric,3,Normal,Discharge Pokémon,Mega Manectric,Electric,,1.8,44.0,575,70,75,80,135,80,135,https://img.pokemondb.net/sprites/home/normal/manectric-mega.png
311,Plusle,3,Normal,Cheering Pokémon,,Electric,,0.4,4.2,405,60,50,40,85,75,95,https://img.pokemondb.net/sprites/home/normal/plusle.png
312,Minun,3,Normal,Cheering Pokémon,,Electric,,0.4,4.2,405,60,40,50,75,85,95,https://img.pokemondb.net/sprites/home/normal/minun.png
313,Volbeat,3,Normal,Firefly Pokémon,,Bug,,0.7,17.7,430,65,73,75,47,85,85,https://img.pokemondb.net/sprites/home/normal/volbeat.png
314,Illumise,3,Normal,Firefly Pokémon,,Bug,,0.6,17.7,430,65,47,75,73,85,85,https://img.pokemondb.net/sprites/home/normal/illumise.png
315,Roselia,3,Normal,Thorn Pokémon,,Grass,Poison,0.3,2.0,400,50,60,45,100,80,65,https://img.pokemondb.net/sprites/home/normal/roselia.png
316,Gulpin,3,Normal,Stomach Pokémon,,Poison,,0.4,10.3,302,70,43,53,43,53,40,https://img.pokemondb.net/sprites/home/normal/gulpin.png
317,Swalot,3,Normal,Poison Bag Pokémon,,Poison,,1.7,80.0,467,100,73,83,73,83,55,https://img.pokemondb.net/sprites/home/normal/swalot.png
318,Carvanha,3,Normal,Savage Pokémon,,Water,Dark,0.8,20.8,305,45,90,20,65,20,65,https://img.pokemondb.net/sprites/home/normal/carvanha.png
319,Sharpedo,3,Normal,Brutal Pokémon,,Water,Dark,1.8,88.8,460,70,120,40,95,40,95,https://img.pokemondb.net/sprites/home/normal/sharpedo.png
319,Sharpedo,3,Normal,Brutal Pokémon,Mega Sharpedo,Water,Dark,2.5,130.3,560,70,140,70,110,65,105,https://img.pokemondb.net/sprites/home/normal/sharpedo-mega.png
320,Wailmer,3,Normal,Ball Whale Pokémon,,Water,,2.0,130.0,400,130,70,35,70,35,60,https://img.pokemondb.net/sprites/home/normal/wailmer.png
321,Wailord,3,Normal,Float Whale Pokémon,,Water,,14.5,398.0,500,170,90,45,90,45,60,https://img.pokemondb.net/sprites/home/normal/wailord.png
322,Numel,3,Normal,Numb Pokémon,,Fire,Ground,0.7,24.0,305,60,60,40,65,45,35,https://img.pokemondb.net/sprites/home/normal/numel.png
323,Camerupt,3,Normal,Eruption Pokémon,,Fire,Ground,1.9,220.0,460,70,100,70,105,75,40,https://img.pokemondb.net/sprites/home/normal/camerupt.png
323,Camerupt,3,Normal,Eruption Pokémon,Mega Camerupt,Fire,Ground,2.5,320.5,560,70,120,100,145,105,20,https://img.pokemondb.net/sprites/home/normal/camerupt-mega.png
324,Torkoal,3,Normal,Coal Pokémon,,Fire,,0.5,80.4,470,70,85,140,85,70,20,https://img.pokemondb.net/sprites/home/normal/torkoal.png
325,Spoink,3,Normal,Bounce Pokémon,,Psychic,,0.7,30.6,330,60,25,35,70,80,60,https://img.pokemondb.net/sprites/home/normal/spoink.png
326,Grumpig,3,Normal,Manipulate Pokémon,,Psychic,,0.9,71.5,470,80,45,65,90,110,80,https://img.pokemondb.net/sprites/home/normal/grumpig.png
327,Spinda,3,Normal,Spot Panda Pokémon,,Normal,,1.1,5.0,360,60,60,60,60,60,60,https://img.pokemondb.net/sprites/home/normal/spinda.png
328,Trapinch,3,Normal,Ant Pit Pokémon,,Ground,,0.7,15.0,290,45,100,45,45,45,10,https://img.pokemondb.net/sprites/home/normal/trapinch.png
329,Vibrava,3,Normal,Vibration Pokémon,,Ground,Dragon,1.1,15.3,340,50,70,50,50,50,70,https://img.pokemondb.net/sprites/home/normal/vibrava.png
330,Flygon,3,Normal,Mystic Pokémon,,Ground,Dragon,2.0,82.0,520,80,100,80,80,80,100,https://img.pokemondb.net/sprites/home/normal/flygon.png
331,Cacnea,3,Normal,Cactus Pokémon,,Grass,,0.4,51.3,335,50,85,40,85,40,35,https://img.pokemondb.net/sprites/home/normal/cacnea.png
332,Cacturne,3,Normal,Scarecrow Pokémon,,Grass,Dark,1.3,77.4,475,70,115,60,115,60,55,https://img.pokemondb.net/sprites/home/normal/cacturne.png
333,Swablu,3,Normal,Cotton Bird Pokémon,,Normal,Flying,0.4,1.2,310,45,40,60,40,75,50,https://img.pokemondb.net/sprites/home/normal/swablu.png
334,Altaria,3,Normal,Humming Pokémon,,Dragon,Flying,1.1,20.6,490,75,70,90,70,105,80,https://img.pokemondb.net/sprites/home/normal/altaria.png
334,Altaria,3,Normal,Humming Pokémon,Mega Altaria,Dragon,Fairy,1.5,20.6,590,75,110,110,110,105,80,https://img.pokemondb.net/sprites/home/normal/altaria-mega.png
335,Zangoose,3,Normal,Cat Ferret Pokémon,,Normal,,1.3,40.3,458,73,115,60,60,60,90,https://img.pokemondb.net/sprites/home/normal/zangoose.png
336,Seviper,3,Normal,Fang Snake Pokémon,,Poison,,2.7,52.5,458,73,100,60,100,60,65,https://img.pokemondb.net/sprites/home/normal/seviper.png
337,Lunatone,3,Normal,Meteorite Pokémon,,Rock,Psychic,1.0,168.0,460,90,55,65,95,85,70,https://img.pokemondb.net/sprites/home/normal/lunatone.png
338,Solrock,3,Normal,Meteorite Pokémon,,Rock,Psychic,1.2,154.0,460,90,95,85,55,65,70,https://img.pokemondb.net/sprites/home/normal/solrock.png
339,Barboach,3,Normal,Whiskers Pokémon,,Water,Ground,0.4,1.9,288,50,48,43,46,41,60,https://img.pokemondb.net/sprites/home/normal/barboach.png
340,Whiscash,3,Normal,Whiskers Pokémon,,Water,Ground,0.9,23.6,468,110,78,73,76,71,60,https://img.pokemondb.net/sprites/home/normal/whiscash.png
341,Corphish,3,Normal,Ruffian Pokémon,,Water,,0.6,11.5,308,43,80,65,50,35,35,https://img.pokemondb.net/sprites/home/normal/corphish.png
342,Crawdaunt,3,Normal,Rogue Pokémon,,Water,Dark,1.1,32.8,468,63,120,85,90,55,55,https://img.pokemondb.net/sprites/home/normal/crawdaunt.png
343,Baltoy,3,Normal,Clay Doll Pokémon,,Ground,Psychic,0.5,21.5,300,40,40,55,40,70,55,https://img.pokemondb.net/sprites/home/normal/baltoy.png
344,Claydol,3,Normal,Clay Doll Pokémon,,Ground,Psychic,1.5,108.0,500,60,70,105,70,120,75,https://img.pokemondb.net/sprites/home/normal/claydol.png
345,Lileep,3,Normal,Sea Lily Pokémon,,Rock,Grass,1.0,23.8,355,66,41,77,61,87,23,https://img.pokemondb.net/sprites/home/normal/lileep.png
346,Cradily,3,Normal,Barnacle Pokémon,,Rock,Grass,1.5,60.4,495,86,81,97,81,107,43,https://img.pokemondb.net/sprites/home/normal/cradily.png
347,Anorith,3,Normal,Old Shrimp Pokémon,,Rock,Bug,0.7,12.5,355,45,95,50,40,50,75,https://img.pokemondb.net/sprites/home/normal/anorith.png
348,Armaldo,3,Normal,Plate Pokémon,,Rock,Bug,1.5,68.2,495,75,125,100,70,80,45,https://img.pokemondb.net/sprites/home/normal/armaldo.png
349,Feebas,3,Normal,Fish Pokémon,,Water,,0.6,7.4,200,20,15,20,10,55,80,https://img.pokemondb.net/sprites/home/normal/feebas.png
350,Milotic,3,Normal,Tender Pokémon,,Water,,6.2,162.0,540,95,60,79,100,125,81,https://img.pokemondb.net/sprites/home/normal/milotic.png
351,Castform,3,Normal,Weather Pokémon,,Normal,,0.3,0.8,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/home/normal/castform.png
351,Castform,3,Normal,Weather Pokémon,Sunny Form,Fire,,0.3,0.8,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/home/normal/castform-sunny.png
351,Castform,3,Normal,Weather Pokémon,Rainy Form,Water,,0.3,0.8,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/home/normal/castform-rainy.png
351,Castform,3,Normal,Weather Pokémon,Snowy Form,Ice,,0.3,0.8,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/home/normal/castform-snowy.png
352,Kecleon,3,Normal,Color Swap Pokémon,,Normal,,1.0,22.0,440,60,90,70,60,120,40,https://img.pokemondb.net/sprites/home/normal/kecleon.png
353,Shuppet,3,Normal,Puppet Pokémon,,Ghost,,0.6,2.3,295,44,75,35,63,33,45,https://img.pokemondb.net/sprites/home/normal/shuppet.png
354,Banette,3,Normal,Marionette Pokémon,,Ghost,,1.1,12.5,455,64,115,65,83,63,65,https://img.pokemondb.net/sprites/home/normal/banette.png
354,Banette,3,Normal,Marionette Pokémon,Mega Banette,Ghost,,1.2,13.0,555,64,165,75,93,83,75,https://img.pokemondb.net/sprites/home/normal/banette-mega.png
355,Duskull,3,Normal,Requiem Pokémon,,Ghost,,0.8,15.0,295,20,40,90,30,90,25,https://img.pokemondb.net/sprites/home/normal/duskull.png
356,Dusclops,3,Normal,Beckon Pokémon,,Ghost,,1.6,30.6,455,40,70,130,60,130,25,https://img.pokemondb.net/sprites/home/normal/dusclops.png
357,Tropius,3,Normal,Fruit Pokémon,,Grass,Flying,2.0,100.0,460,99,68,83,72,87,51,https://img.pokemondb.net/sprites/home/normal/tropius.png
358,Chimecho,3,Normal,Wind Chime Pokémon,,Psychic,,0.6,1.0,455,75,50,80,95,90,65,https://img.pokemondb.net/sprites/home/normal/chimecho.png
359,Absol,3,Normal,Disaster Pokémon,,Dark,,1.2,47.0,465,65,130,60,75,60,75,https://img.pokemondb.net/sprites/home/normal/absol.png
359,Absol,3,Normal,Disaster Pokémon,Mega Absol,Dark,,1.2,49.0,565,65,150,60,115,60,115,https://img.pokemondb.net/sprites/home/normal/absol-mega.png
360,Wynaut,3,Normal,Bright Pokémon,,Psychic,,0.6,14.0,260,95,23,48,23,48,23,https://img.pokemondb.net/sprites/home/normal/wynaut.png
361,Snorunt,3,Normal,Snow Hat Pokémon,,Ice,,0.7,16.8,300,50,50,50,50,50,50,https://img.pokemondb.net/sprites/home/normal/snorunt.png
362,Glalie,3,Normal,Face Pokémon,,Ice,,1.5,256.5,480,80,80,80,80,80,80,https://img.pokemondb.net/sprites/home/normal/glalie.png
362,Glalie,3,Normal,Face Pokémon,Mega Glalie,Ice,,2.1,350.2,580,80,120,80,120,80,100,https://img.pokemondb.net/sprites/home/normal/glalie-mega.png
363,Spheal,3,Normal,Clap Pokémon,,Ice,Water,0.8,39.5,290,70,40,50,55,50,25,https://img.pokemondb.net/sprites/home/normal/spheal.png
364,Sealeo,3,Normal,Ball Roll Pokémon,,Ice,Water,1.1,87.6,410,90,60,70,75,70,45,https://img.pokemondb.net/sprites/home/normal/sealeo.png
365,Walrein,3,Normal,Ice Break Pokémon,,Ice,Water,1.4,150.6,530,110,80,90,95,90,65,https://img.pokemondb.net/sprites/home/normal/walrein.png
366,Clamperl,3,Normal,Bivalve Pokémon,,Water,,0.4,52.5,345,35,64,85,74,55,32,https://img.pokemondb.net/sprites/home/normal/clamperl.png
367,Huntail,3,Normal,Deep Sea Pokémon,,Water,,1.7,27.0,485,55,104,105,94,75,52,https://img.pokemondb.net/sprites/home/normal/huntail.png
368,Gorebyss,3,Normal,South Sea Pokémon,,Water,,1.8,22.6,485,55,84,105,114,75,52,https://img.pokemondb.net/sprites/home/normal/gorebyss.png
369,Relicanth,3,Normal,Longevity Pokémon,,Water,Rock,1.0,23.4,485,100,90,130,45,65,55,https://img.pokemondb.net/sprites/home/normal/relicanth.png
370,Luvdisc,3,Normal,Rendezvous Pokémon,,Water,,0.6,8.7,330,43,30,55,40,65,97,https://img.pokemondb.net/sprites/home/normal/luvdisc.png
371,Bagon,3,Normal,Rock Head Pokémon,,Dragon,,0.6,42.1,300,45,75,60,40,30,50,https://img.pokemondb.net/sprites/home/normal/bagon.png
372,Shelgon,3,Normal,Endurance Pokémon,,Dragon,,1.1,110.5,420,65,95,100,60,50,50,https://img.pokemondb.net/sprites/home/normal/shelgon.png
373,Salamence,3,Normal,Dragon Pokémon,,Dragon,Flying,1.5,102.6,600,95,135,80,110,80,100,https://img.pokemondb.net/sprites/home/normal/salamence.png
373,Salamence,3,Normal,Dragon Pokémon,Mega Salamence,Dragon,Flying,1.8,112.6,700,95,145,130,120,90,120,https://img.pokemondb.net/sprites/home/normal/salamence-mega.png
374,Beldum,3,Normal,Iron Ball Pokémon,,Steel,Psychic,0.6,95.2,300,40,55,80,35,60,30,https://img.pokemondb.net/sprites/home/normal/beldum.png
375,Metang,3,Normal,Iron Claw Pokémon,,Steel,Psychic,1.2,202.5,420,60,75,100,55,80,50,https://img.pokemondb.net/sprites/home/normal/metang.png
376,Metagross,3,Normal,Iron Leg Pokémon,,Steel,Psychic,1.6,550.0,600,80,135,130,95,90,70,https://img.pokemondb.net/sprites/home/normal/metagross.png
376,Metagross,3,Normal,Iron Leg Pokémon,Mega Metagross,Steel,Psychic,2.5,942.9,700,80,145,150,105,110,110,https://img.pokemondb.net/sprites/home/normal/metagross-mega.png
377,Regirock,3,Sub Legendary,Rock Peak Pokémon,,Rock,,1.7,230.0,580,80,100,200,50,100,50,https://img.pokemondb.net/sprites/home/normal/regirock.png
378,Regice,3,Sub Legendary,Iceberg Pokémon,,Ice,,1.8,175.0,580,80,50,100,100,200,50,https://img.pokemondb.net/sprites/home/normal/regice.png
379,Registeel,3,Sub Legendary,Iron Pokémon,,Steel,,1.9,205.0,580,80,75,150,75,150,50,https://img.pokemondb.net/sprites/home/normal/registeel.png
380,Latias,3,Sub Legendary,Eon Pokémon,,Dragon,Psychic,1.4,40.0,600,80,80,90,110,130,110,https://img.pokemondb.net/sprites/home/normal/latias.png
380,Latias,3,Sub Legendary,Eon Pokémon,Mega Latias,Dragon,Psychic,1.8,52.0,700,80,100,120,140,150,110,https://img.pokemondb.net/sprites/home/normal/latias-mega.png
381,Latios,3,Sub Legendary,Eon Pokémon,,Dragon,Psychic,2.0,60.0,600,80,90,80,130,110,110,https://img.pokemondb.net/sprites/home/normal/latios.png
381,Latios,3,Sub Legendary,Eon Pokémon,Mega Latios,Dragon,Psychic,2.3,70.0,700,80,130,100,160,120,110,https://img.pokemondb.net/sprites/home/normal/latios-mega.png
382,Kyogre,3,Legendary,Sea Basin Pokémon,,Water,,4.5,352.0,670,100,100,90,150,140,90,https://img.pokemondb.net/sprites/home/normal/kyogre.png
382,Kyogre,3,Legendary,Sea Basin Pokémon,Primal Kyogre,Water,,9.8,430.0,770,100,150,90,180,160,90,https://img.pokemondb.net/sprites/home/normal/kyogre-primal.png
383,Groudon,3,Legendary,Continent Pokémon,,Ground,,3.5,950.0,670,100,150,140,100,90,90,https://img.pokemondb.net/sprites/home/normal/groudon.png
383,Groudon,3,Legendary,Continent Pokémon,Primal Groudon,Ground,Fire,5.0,999.7,770,100,180,160,150,90,90,https://img.pokemondb.net/sprites/home/normal/groudon-primal.png
384,Rayquaza,3,Legendary,Sky High Pokémon,,Dragon,Flying,7.0,206.5,680,105,150,90,150,90,95,https://img.pokemondb.net/sprites/home/normal/rayquaza.png
384,Rayquaza,3,Legendary,Sky High Pokémon,Mega Rayquaza,Dragon,Flying,10.8,392.0,780,105,180,100,180,100,115,https://img.pokemondb.net/sprites/home/normal/rayquaza-mega.png
385,Jirachi,3,Mythical,Wish Pokémon,,Steel,Psychic,0.3,1.1,600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/home/normal/jirachi.png
386,Deoxys,3,Mythical,DNA Pokémon,Normal Forme,Psychic,,1.7,60.8,600,50,150,50,150,50,150,https://img.pokemondb.net/sprites/home/normal/deoxys-normal.png
386,Deoxys,3,Mythical,DNA Pokémon,Attack Forme,Psychic,,1.7,60.8,600,50,180,20,180,20,150,https://img.pokemondb.net/sprites/home/normal/deoxys-attack.png
386,Deoxys,3,Mythical,DNA Pokémon,Defense Forme,Psychic,,1.7,60.8,600,50,70,160,70,160,90,https://img.pokemondb.net/sprites/home/normal/deoxys-defense.png
386,Deoxys,3,Mythical,DNA Pokémon,Speed Forme,Psychic,,1.7,60.8,600,50,95,90,95,90,180,https://img.pokemondb.net/sprites/home/normal/deoxys-speed.png
387,Turtwig,4,Normal,Tiny Leaf Pokémon,,Grass,,0.4,10.2,318,55,68,64,45,55,31,https://img.pokemondb.net/sprites/home/normal/turtwig.png
388,Grotle,4,Normal,Grove Pokémon,,Grass,,1.1,97.0,405,75,89,85,55,65,36,https://img.pokemondb.net/sprites/home/normal/grotle.png
389,Torterra,4,Normal,Continent Pokémon,,Grass,Ground,2.2,310.0,525,95,109,105,75,85,56,https://img.pokemondb.net/sprites/home/normal/torterra.png
390,Chimchar,4,Normal,Chimp Pokémon,,Fire,,0.5,6.2,309,44,58,44,58,44,61,https://img.pokemondb.net/sprites/home/normal/chimchar.png
391,Monferno,4,Normal,Playful Pokémon,,Fire,Fighting,0.9,22.0,405,64,78,52,78,52,81,https://img.pokemondb.net/sprites/home/normal/monferno.png
392,Infernape,4,Normal,Flame Pokémon,,Fire,Fighting,1.2,55.0,534,76,104,71,104,71,108,https://img.pokemondb.net/sprites/home/normal/infernape.png
393,Piplup,4,Normal,Penguin Pokémon,,Water,,0.4,5.2,314,53,51,53,61,56,40,https://img.pokemondb.net/sprites/home/normal/piplup.png
394,Prinplup,4,Normal,Penguin Pokémon,,Water,,0.8,23.0,405,64,66,68,81,76,50,https://img.pokemondb.net/sprites/home/normal/prinplup.png
395,Empoleon,4,Normal,Emperor Pokémon,,Water,Steel,1.7,84.5,530,84,86,88,111,101,60,https://img.pokemondb.net/sprites/home/normal/empoleon.png
396,Starly,4,Normal,Starling Pokémon,,Normal,Flying,0.3,2.0,245,40,55,30,30,30,60,https://img.pokemondb.net/sprites/home/normal/starly.png
397,Staravia,4,Normal,Starling Pokémon,,Normal,Flying,0.6,15.5,340,55,75,50,40,40,80,https://img.pokemondb.net/sprites/home/normal/staravia.png
398,Staraptor,4,Normal,Predator Pokémon,,Normal,Flying,1.2,24.9,485,85,120,70,50,60,100,https://img.pokemondb.net/sprites/home/normal/staraptor.png
399,Bidoof,4,Normal,Plump Mouse Pokémon,,Normal,,0.5,20.0,250,59,45,40,35,40,31,https://img.pokemondb.net/sprites/home/normal/bidoof.png
400,Bibarel,4,Normal,Beaver Pokémon,,Normal,Water,1.0,31.5,410,79,85,60,55,60,71,https://img.pokemondb.net/sprites/home/normal/bibarel.png
401,Kricketot,4,Normal,Cricket Pokémon,,Bug,,0.3,2.2,194,37,25,41,25,41,25,https://img.pokemondb.net/sprites/home/normal/kricketot.png
402,Kricketune,4,Normal,Cricket Pokémon,,Bug,,1.0,25.5,384,77,85,51,55,51,65,https://img.pokemondb.net/sprites/home/normal/kricketune.png
403,Shinx,4,Normal,Flash Pokémon,,Electric,,0.5,9.5,263,45,65,34,40,34,45,https://img.pokemondb.net/sprites/home/normal/shinx.png
404,Luxio,4,Normal,Spark Pokémon,,Electric,,0.9,30.5,363,60,85,49,60,49,60,https://img.pokemondb.net/sprites/home/normal/luxio.png
405,Luxray,4,Normal,Gleam Eyes Pokémon,,Electric,,1.4,42.0,523,80,120,79,95,79,70,https://img.pokemondb.net/sprites/home/normal/luxray.png
406,Budew,4,Normal,Bud Pokémon,,Grass,Poison,0.2,1.2,280,40,30,35,50,70,55,https://img.pokemondb.net/sprites/home/normal/budew.png
407,Roserade,4,Normal,Bouquet Pokémon,,Grass,Poison,0.9,14.5,515,60,70,65,125,105,90,https://img.pokemondb.net/sprites/home/normal/roserade.png
408,Cranidos,4,Normal,Head Butt Pokémon,,Rock,,0.9,31.5,350,67,125,40,30,30,58,https://img.pokemondb.net/sprites/home/normal/cranidos.png
409,Rampardos,4,Normal,Head Butt Pokémon,,Rock,,1.6,102.5,495,97,165,60,65,50,58,https://img.pokemondb.net/sprites/home/normal/rampardos.png
410,Shieldon,4,Normal,Shield Pokémon,,Rock,Steel,0.5,57.0,350,30,42,118,42,88,30,https://img.pokemondb.net/sprites/home/normal/shieldon.png
411,Bastiodon,4,Normal,Shield Pokémon,,Rock,Steel,1.3,149.5,495,60,52,168,47,138,30,https://img.pokemondb.net/sprites/home/normal/bastiodon.png
412,Burmy,4,Normal,Bagworm Pokémon,,Bug,,0.2,3.4,224,40,29,45,29,45,36,https://img.pokemondb.net/sprites/home/normal/burmy.png
413,Wormadam,4,Normal,Bagworm Pokémon,Plant Cloak,Bug,Grass,0.5,6.5,424,60,59,85,79,105,36,https://img.pokemondb.net/sprites/home/normal/wormadam-plant.png
413,Wormadam,4,Normal,Bagworm Pokémon,Sandy Cloak,Bug,Ground,0.5,6.5,424,60,79,105,59,85,36,https://img.pokemondb.net/sprites/home/normal/wormadam-sandy.png
413,Wormadam,4,Normal,Bagworm Pokémon,Trash Cloak,Bug,Steel,0.5,6.5,424,60,69,95,69,95,36,https://img.pokemondb.net/sprites/home/normal/wormadam-trash.png
414,Mothim,4,Normal,Moth Pokémon,,Bug,Flying,0.9,23.3,424,70,94,50,94,50,66,https://img.pokemondb.net/sprites/home/normal/mothim.png
415,Combee,4,Normal,Tiny Bee Pokémon,,Bug,Flying,0.3,5.5,244,30,30,42,30,42,70,https://img.pokemondb.net/sprites/home/normal/combee.png
416,Vespiquen,4,Normal,Beehive Pokémon,,Bug,Flying,1.2,38.5,474,70,80,102,80,102,40,https://img.pokemondb.net/sprites/home/normal/vespiquen.png
417,Pachirisu,4,Normal,EleSquirrel Pokémon,,Electric,,0.4,3.9,405,60,45,70,45,90,95,https://img.pokemondb.net/sprites/home/normal/pachirisu.png
418,Buizel,4,Normal,Sea Weasel Pokémon,,Water,,0.7,29.5,330,55,65,35,60,30,85,https://img.pokemondb.net/sprites/home/normal/buizel.png
419,Floatzel,4,Normal,Sea Weasel Pokémon,,Water,,1.1,33.5,495,85,105,55,85,50,115,https://img.pokemondb.net/sprites/home/normal/floatzel.png
420,Cherubi,4,Normal,Cherry Pokémon,,Grass,,0.4,3.3,275,45,35,45,62,53,35,https://img.pokemondb.net/sprites/home/normal/cherubi.png
